,Depth,Resistivity,Gamma Ray,Total Porosity,Effective Porosity,Bulk Density,Compression Wave Travel Time,Shear Wave Travel Time
1655,7632.5,76.45738,39.11148,0.06049,0.0549,2.56294,57.61315,90.93584
1656,7633.0,76.34223,39.33157,0.05791,0.04997,2.57288,57.44879,91.01019
1657,7633.5,65.49476,40.89937,0.05552,0.04591,2.58612,57.87447,91.59079
1658,7634.0,59.34096,42.68536,0.05377,0.04388,2.59253,59.07175,91.77807
1659,7634.5,77.54975,43.32813,0.0504,0.04194,2.59107,60.44747,91.59379
1660,7635.0,82.27892,44.02339,0.04638,0.03987,2.59488,61.12751,91.47361
1661,7635.5,64.8224,43.27066,0.04245,0.03709,2.60017,60.96033,91.38078
1662,7636.0,67.20879,40.14251,0.04112,0.03559,2.60534,60.49658,91.05618
1663,7636.5,68.71557,36.42225,0.04411,0.03794,2.59996,59.86632,90.72719
1664,7637.0,74.9811,34.41331,0.0485,0.0418,2.59194,58.85835,90.56425
1665,7637.5,92.35217,34.02862,0.05513,0.04843,2.58355,57.72889,90.58686
1666,7638.0,103.71597,34.76783,0.06322,0.05745,2.56934,57.22112,90.74966
1667,7638.5,85.27847,37.6447,0.06651,0.06288,2.55019,57.69222,91.07175
1668,7639.0,66.42833,41.6401,0.05951,0.05791,2.5361,58.5928,91.44254
1669,7639.5,73.85431,42.28921,0.05267,0.0517,2.54263,59.07251,91.62067
1670,7640.0,95.40187,38.70035,0.0525,0.05044,2.56088,58.86394,91.36276
1671,7640.5,110.31138,34.03511,0.05234,0.048,2.57559,58.48207,90.68593
1672,7641.0,144.67871,31.91548,0.05162,0.04457,2.58279,58.3872,90.03971
1673,7641.5,132.77095,32.56955,0.05418,0.04484,2.58568,58.76364,90.03801
1674,7642.0,70.616,36.13054,0.05731,0.0473,2.58903,59.44809,90.69528
1675,7642.5,52.13991,40.46091,0.05762,0.04905,2.59456,60.20424,91.49706
1676,7643.0,47.10971,44.30994,0.05678,0.05103,2.59944,60.85558,91.79766
1677,7643.5,57.36779,45.43342,0.05968,0.05642,2.60006,61.00984,91.57851
1678,7644.0,63.83681,46.03877,0.06405,0.06215,2.58568,60.48923,91.41895
1679,7644.5,62.82461,45.7795,0.06686,0.06547,2.56864,59.67701,91.99948
1680,7645.0,55.93901,46.1228,0.06671,0.06517,2.56146,59.16615,93.1802
1681,7645.5,60.49035,46.26636,0.06658,0.06365,2.56953,59.1358,93.99355
1682,7646.0,62.17569,45.1454,0.06528,0.05998,2.57828,59.1137,93.89168
1683,7646.5,69.31559,41.80736,0.06375,0.05662,2.57612,58.59809,93.20404
1684,7647.0,71.14143,37.81483,0.06487,0.05739,2.56994,57.85449,92.49464
1685,7647.5,76.21368,36.57921,0.06293,0.05583,2.56441,57.46844,91.87742
1686,7648.0,80.24563,38.96254,0.05638,0.0497,2.56572,57.8254,91.34796
1687,7648.5,71.42456,42.82317,0.04756,0.0417,2.57392,58.80781,91.2822
1688,7649.0,56.11973,46.20707,0.04375,0.03882,2.58437,59.77259,91.95956
1689,7649.5,46.21205,47.89139,0.04775,0.04287,2.59398,60.39351,93.0102
1690,7650.0,46.16088,47.86512,0.05393,0.04845,2.59809,60.52214,93.59102
1691,7650.5,63.55367,47.02208,0.06043,0.05422,2.59472,60.27284,93.39378
1692,7651.0,74.60325,46.12655,0.06496,0.05768,2.58576,59.90901,92.8853
1693,7651.5,89.37977,44.47815,0.06294,0.05368,2.58023,59.74449,92.59229
1694,7652.0,96.90451,43.8064,0.05359,0.04247,2.58621,59.7175,92.56058
1695,7652.5,64.08701,44.23648,0.04354,0.03166,2.60387,59.72934,92.51449
1696,7653.0,61.40822,46.35751,0.0367,0.02538,2.62251,59.56604,92.547
1697,7653.5,68.08598,49.29253,0.03868,0.02912,2.63841,59.53894,93.05466
1698,7654.0,46.4605,53.48282,0.04653,0.03972,2.64096,59.79017,93.73892
1699,7654.5,45.69624,58.07373,0.05299,0.04837,2.63357,60.14872,94.17561
1700,7655.0,52.43929,61.08585,0.05588,0.05087,2.62131,60.48526,94.2725
1701,7655.5,55.24228,61.92825,0.0572,0.04952,2.61182,60.59278,94.26813
1702,7656.0,56.65255,62.08808,0.05807,0.04651,2.60702,60.66333,94.66286
1703,7656.5,62.72627,61.99455,0.05527,0.03977,2.60167,60.88053,95.66186
1704,7657.0,67.25578,62.29423,0.04854,0.02999,2.60936,61.13135,96.79937
1705,7657.5,54.79627,62.3479,0.04059,0.0203,2.62638,61.14688,97.14473
1706,7658.0,49.08891,61.27021,0.03981,0.01997,2.64111,60.68145,96.59407
1707,7658.5,90.11024,58.34669,0.04413,0.02567,2.63631,60.14259,95.78678
1708,7659.0,116.36422,57.29213,0.04867,0.0313,2.61862,60.07375,95.78094
1709,7659.5,102.43963,62.47995,0.053,0.03634,2.60211,60.6074,96.47733
1710,7660.0,64.83813,72.15543,0.05762,0.04199,2.59702,61.64857,97.82922
1711,7660.5,44.85826,82.26062,0.05841,0.04418,2.59922,62.81076,99.76118
1712,7661.0,35.3748,89.78011,0.05636,0.04326,2.60933,63.83123,101.36353
1713,7661.5,24.70285,93.60917,0.05381,0.04115,2.62086,64.17916,101.63653
1714,7662.0,26.964,89.26017,0.0505,0.03767,2.626,63.43078,100.35786
1715,7662.5,57.48934,75.11745,0.04568,0.03347,2.62316,61.81888,98.73752
1716,7663.0,93.38555,59.30208,0.04105,0.03028,2.62018,59.98755,97.42445
1717,7663.5,107.92683,51.46436,0.0393,0.03028,2.61823,58.58977,95.88729
1718,7664.0,85.59843,51.67608,0.03946,0.03139,2.61599,57.9305,93.95293
1719,7664.5,103.20878,54.22459,0.0392,0.03089,2.615,57.88244,92.97142
1720,7665.0,94.53001,54.65379,0.03671,0.027,2.61817,58.39294,93.90733
1721,7665.5,57.04053,57.35926,0.03321,0.02137,2.63174,59.43545,96.24677
1722,7666.0,48.78006,64.50101,0.03355,0.02026,2.64498,60.88429,98.7249
1723,7666.5,32.35592,72.67202,0.04018,0.02641,2.65024,62.3934,100.75653
1724,7667.0,19.20192,77.63837,0.04669,0.03349,2.6434,63.39398,102.17934
1725,7667.5,17.41317,77.97325,0.0485,0.03605,2.63331,63.66188,103.13163
1726,7668.0,20.9554,75.99191,0.04912,0.03746,2.62936,63.49012,103.88014
1727,7668.5,25.0782,74.744,0.05154,0.03974,2.62697,63.4203,104.6511
1728,7669.0,25.40344,76.1379,0.05328,0.04127,2.62418,63.71442,105.37429
1729,7669.5,22.76223,80.60036,0.0517,0.04023,2.62535,64.18016,105.83588
1730,7670.0,19.91858,84.27999,0.04971,0.03966,2.63403,64.54648,106.04702
1731,7670.5,21.09774,84.21642,0.04793,0.03905,2.64591,64.66179,105.68452
1732,7671.0,22.56364,81.57668,0.0468,0.03934,2.65307,64.29442,104.11952
1733,7671.5,22.07783,78.18928,0.04423,0.03887,2.65109,63.14971,101.49972
1734,7672.0,31.92327,72.81292,0.03944,0.03628,2.63882,61.57806,98.94029
1735,7672.5,57.84966,66.07482,0.03552,0.03406,2.61966,60.38251,97.20726
1736,7673.0,72.20548,60.82065,0.03896,0.03841,2.60657,59.84573,95.84692
1737,7673.5,54.26396,57.28001,0.04852,0.04821,2.59613,59.40363,94.29439
1738,7674.0,53.88796,54.32583,0.05739,0.05713,2.59032,58.68386,93.0871
1739,7674.5,63.82684,51.47216,0.06077,0.06054,2.58583,58.23959,93.04282
1740,7675.0,71.54101,50.60615,0.05935,0.05877,2.58644,58.52491,93.9728
1741,7675.5,64.22683,51.14841,0.05488,0.05281,2.5936,59.30947,94.6745
1742,7676.0,43.87118,51.8952,0.05244,0.04793,2.60186,60.08483,94.58977
1743,7676.5,38.93753,51.56209,0.05436,0.04784,2.60609,60.51554,94.22874
1744,7677.0,38.55206,49.70957,0.05641,0.0493,2.60497,60.47525,94.09485
1745,7677.5,55.87384,47.38956,0.05715,0.05014,2.60275,60.03259,94.26118
1746,7678.0,58.56582,47.46984,0.05556,0.04934,2.60203,59.55316,94.47195
1747,7678.5,39.34929,49.51812,0.05267,0.04685,2.60213,59.22808,94.37401
1748,7679.0,38.13551,50.16844,0.05003,0.04376,2.59686,59.04525,93.88609
1749,7679.5,47.84075,49.31144,0.04997,0.04282,2.59462,58.95211,93.38694
1750,7680.0,54.31763,47.84207,0.05416,0.04697,2.59267,58.91544,93.23271
1751,7680.5,60.48151,48.07071,0.05925,0.05248,2.58912,58.92123,93.48664
1752,7681.0,58.98822,51.97502,0.06144,0.05495,2.58894,59.10289,94.13457
1753,7681.5,47.08706,59.11407,0.06034,0.05346,2.59429,59.5903,94.82638
1754,7682.0,32.20245,68.39423,0.06173,0.05424,2.60183,60.33628,95.54688
1755,7682.5,21.65549,74.88887,0.06438,0.05667,2.60083,61.10698,96.18258
1756,7683.0,25.45353,75.73086,0.06259,0.05542,2.59652,61.43575,96.79314
1757,7683.5,29.7511,69.83959,0.056,0.04959,2.60065,61.13721,97.02157
1758,7684.0,35.42231,60.49264,0.04937,0.04357,2.61273,60.44953,96.26036
1759,7684.5,39.62996,52.22968,0.04575,0.04042,2.62188,59.7682,94.68893
1760,7685.0,41.11903,45.9073,0.04811,0.04339,2.62135,59.52584,93.34962
1761,7685.5,49.81956,41.3,0.05335,0.04912,2.60573,59.67615,92.76541
1762,7686.0,58.09864,38.08419,0.05709,0.05278,2.58908,59.90561,92.47592
1763,7686.5,65.57915,36.67986,0.05737,0.05283,2.57982,59.74262,92.09189
1764,7687.0,64.60288,36.83606,0.05852,0.0542,2.58156,59.12689,91.88064
1765,7687.5,43.93034,38.99846,0.06238,0.05902,2.58097,58.84521,92.07164
1766,7688.0,48.40796,42.51613,0.06761,0.06587,2.57473,59.32372,92.51457
1767,7688.5,45.31477,45.86243,0.07099,0.07054,2.56914,60.15297,93.04215
1768,7689.0,36.47548,46.42908,0.07005,0.06994,2.5727,60.49411,93.50979
1769,7689.5,50.12424,46.65285,0.06558,0.0655,2.58219,60.05499,93.77149
1770,7690.0,48.4803,47.19758,0.06249,0.06195,2.59211,59.32966,93.73978
1771,7690.5,39.05468,47.36637,0.06199,0.0591,2.59239,58.82168,93.45823
1772,7691.0,46.03697,45.63996,0.06177,0.05454,2.58656,58.81945,93.13661
1773,7691.5,52.21527,42.64138,0.06062,0.04932,2.58251,59.2107,92.99213
1774,7692.0,42.41019,40.94152,0.05888,0.04593,2.58799,59.49073,93.01158
1775,7692.5,45.23317,40.2913,0.05943,0.04709,2.59363,59.21568,92.99792
1776,7693.0,39.25377,39.3862,0.06076,0.05032,2.59435,58.55781,92.88803
1777,7693.5,37.48875,39.3518,0.06503,0.05646,2.58703,58.28392,92.80567
1778,7694.0,37.62337,41.17938,0.07108,0.06362,2.57631,59.02531,92.9131
1779,7694.5,34.68784,43.34863,0.07324,0.06585,2.56472,60.34786,93.3642
1780,7695.0,33.04448,43.48792,0.07019,0.06207,2.56317,61.28379,94.00712
1781,7695.5,34.53962,43.84574,0.06633,0.05822,2.57103,61.47589,94.64162
1782,7696.0,27.42344,46.27029,0.06529,0.05877,2.58017,61.35236,94.73679
1783,7696.5,29.43731,47.63137,0.06438,0.06001,2.58319,61.24831,93.79221
1784,7697.0,47.33429,43.46229,0.06116,0.05707,2.57836,60.8432,92.48491
1785,7697.5,74.88058,36.52921,0.0595,0.05392,2.56825,59.8532,91.93212
1786,7698.0,86.9044,32.83066,0.06325,0.05598,2.55642,58.80711,92.38287
1787,7698.5,47.50612,33.40842,0.0672,0.05922,2.55042,58.66434,92.87659
1788,7699.0,35.45754,34.5687,0.06739,0.05959,2.54991,59.30991,92.51431
1789,7699.5,32.87323,34.48695,0.06172,0.05462,2.5564,59.99504,91.8627
1790,7700.0,39.84329,32.97955,0.05535,0.04898,2.57333,60.03794,91.71944
1791,7700.5,51.90221,31.30159,0.05434,0.04808,2.5828,59.81947,92.20889
1792,7701.0,53.65136,30.37797,0.0605,0.05402,2.5794,59.76633,92.9856
1793,7701.5,49.36723,31.13748,0.06467,0.05875,2.56355,60.00247,93.37373
1794,7702.0,42.3694,33.02858,0.06432,0.06023,2.55735,60.37662,93.30168
1795,7702.5,39.36769,35.91267,0.06092,0.05917,2.56198,60.73296,93.03035
1796,7703.0,37.8998,38.32349,0.0583,0.0578,2.57338,60.97882,93.0183
1797,7703.5,34.88525,39.35939,0.05908,0.05884,2.5835,61.11072,93.37945
1798,7704.0,33.07472,39.53222,0.06186,0.06154,2.58174,61.32574,93.94804
1799,7704.5,32.07959,41.50798,0.06411,0.06312,2.57736,61.68097,94.43956
1800,7705.0,31.06895,45.07218,0.06571,0.06314,2.57426,61.86852,94.59579
1801,7705.5,35.23724,46.6361,0.0673,0.06276,2.57321,61.53197,94.36924
1802,7706.0,44.76374,44.03952,0.06891,0.06219,2.56381,60.5481,93.94643
1803,7706.5,45.05993,40.73295,0.06935,0.06081,2.55288,59.6191,93.68511
1804,7707.0,44.35262,40.18392,0.06768,0.05796,2.54729,59.25891,93.74415
1805,7707.5,42.5647,42.01864,0.06316,0.05268,2.54669,59.42442,93.77802
1806,7708.0,41.56562,42.74614,0.06008,0.04899,2.55668,59.76231,93.76517
1807,7708.5,37.33341,42.92347,0.05923,0.04826,2.56851,60.16539,93.91872
1808,7709.0,33.53762,44.99684,0.06157,0.05171,2.57459,60.92019,94.59362
1809,7709.5,33.98188,49.2008,0.06495,0.05626,2.56806,61.73664,95.43617
1810,7710.0,32.96291,53.10659,0.06533,0.05796,2.56521,62.10345,95.97457
1811,7710.5,34.26898,54.48138,0.06319,0.05768,2.56883,61.78339,95.94463
1812,7711.0,34.74691,53.98335,0.06148,0.05764,2.57427,61.23771,95.71323
1813,7711.5,39.56165,51.32794,0.06102,0.05722,2.57374,60.84333,95.5203
1814,7712.0,39.52742,48.85208,0.0592,0.0542,2.57043,60.49958,95.32176
1815,7712.5,37.03078,46.12052,0.05429,0.04755,2.57338,60.07011,94.79304
1816,7713.0,46.01738,43.87773,0.05136,0.04262,2.5842,59.65563,94.08356
1817,7713.5,51.68262,41.92785,0.05518,0.04434,2.59403,59.54038,93.73328
1818,7714.0,39.30383,42.0982,0.05949,0.04743,2.59269,60.00787,94.08328
1819,7714.5,42.28605,44.98001,0.05832,0.04593,2.586,60.91003,94.84788
1820,7715.0,44.67642,48.91001,0.05494,0.04274,2.58329,61.66529,95.38425
1821,7715.5,39.43837,52.11152,0.05164,0.04002,2.58862,61.93338,95.58337
1822,7716.0,37.30749,54.32064,0.05228,0.04142,2.59536,61.69317,95.61974
1823,7716.5,35.06694,55.28457,0.05796,0.04748,2.59605,61.2235,95.76472
1824,7717.0,36.93898,56.86348,0.06137,0.05057,2.59417,61.11129,96.20447
1825,7717.5,39.98667,60.99828,0.06223,0.05086,2.59146,61.57273,96.85218
1826,7718.0,29.39962,64.79536,0.0634,0.05146,2.58976,62.00822,97.18884
1827,7718.5,35.83712,64.26991,0.06172,0.04956,2.58624,61.73869,97.07406
1828,7719.0,41.05161,59.29189,0.05813,0.0468,2.58062,60.82065,96.93993
1829,7719.5,32.76461,52.97988,0.05349,0.04381,2.57992,60.07045,96.97243
1830,7720.0,41.14679,49.37126,0.04665,0.03761,2.59124,59.8841,96.75491
1831,7720.5,50.90118,47.29269,0.03978,0.02987,2.60942,60.21011,96.33762
1832,7721.0,41.79624,48.78745,0.03786,0.02725,2.6249,60.8012,96.10922
1833,7721.5,34.68978,52.26618,0.04321,0.03282,2.62885,61.39122,96.32124
1834,7722.0,33.1572,55.00916,0.05256,0.0429,2.61686,61.78838,96.65318
1835,7722.5,31.61339,55.01259,0.06201,0.05287,2.6004,61.89895,96.94059
1836,7723.0,37.52528,53.50115,0.0696,0.06044,2.5842,61.713,97.10268
1837,7723.5,45.74937,53.08043,0.0725,0.06311,2.57368,61.25855,97.14376
1838,7724.0,43.18693,53.48903,0.07177,0.06223,2.56933,60.85253,97.21761
1839,7724.5,41.36195,54.12607,0.06919,0.06069,2.56633,60.98036,97.47715
1840,7725.0,30.28424,54.76418,0.06671,0.0601,2.56974,61.5353,98.00196
1841,7725.5,21.13795,57.75618,0.06582,0.06102,2.57905,62.11677,98.78981
1842,7726.0,22.95511,62.25958,0.06588,0.06063,2.58246,62.37007,99.63836
1843,7726.5,27.59616,66.22956,0.06764,0.05986,2.58047,62.21552,100.21854
1844,7727.0,27.75226,67.53436,0.0689,0.05827,2.57399,61.91037,100.21944
1845,7727.5,26.46074,66.45717,0.06864,0.05691,2.57302,61.8593,99.85156
1846,7728.0,23.67285,64.33334,0.06602,0.05422,2.57806,62.11165,99.62182
1847,7728.5,29.45852,61.3907,0.06141,0.05013,2.58531,62.41936,100.02746
1848,7729.0,34.28064,60.2165,0.0565,0.04651,2.59475,62.5984,101.08168
1849,7729.5,31.37654,62.93043,0.05048,0.04187,2.60989,62.80866,102.32039
1850,7730.0,21.8265,68.45939,0.04564,0.03667,2.6336,63.32018,103.08583
1851,7730.5,21.68069,74.77826,0.04397,0.03369,2.64798,63.96551,103.08035
1852,7731.0,22.52467,81.99293,0.04648,0.03589,2.64734,64.07582,102.37514
1853,7731.5,26.39096,89.3904,0.05047,0.04002,2.63414,63.18826,101.12905
1854,7732.0,39.9982,90.03288,0.05239,0.04231,2.62211,61.69026,99.61413
1855,7732.5,55.95554,81.40566,0.05085,0.04199,2.61485,60.33156,97.87215
1856,7733.0,62.71725,67.60027,0.04576,0.03918,2.61001,59.61863,96.22318
1857,7733.5,54.52737,57.74185,0.0403,0.03561,2.61787,59.30323,94.87289
1858,7734.0,60.13898,53.68827,0.03835,0.03475,2.62581,58.89845,93.86648
1859,7734.5,66.26935,52.76284,0.0386,0.03462,2.62568,58.30746,93.23312
1860,7735.0,72.43586,52.28366,0.03818,0.03253,2.61873,57.75605,92.91051
1861,7735.5,69.8626,51.76284,0.03623,0.02811,2.61731,57.5043,92.87991
1862,7736.0,89.01548,50.3825,0.03417,0.02475,2.62278,57.42999,93.06376
1863,7736.5,116.19609,48.84517,0.03177,0.02237,2.62541,57.31629,93.22493
1864,7737.0,100.2599,47.41976,0.03087,0.02257,2.63392,57.17035,93.1269
1865,7737.5,102.24684,47.08244,0.02973,0.02254,2.64756,56.97409,92.73259
1866,7738.0,100.13203,46.69788,0.03142,0.02529,2.6594,56.79462,92.6379
1867,7738.5,88.11489,45.53997,0.03487,0.02998,2.6543,56.73986,92.9961
1868,7739.0,107.29203,44.10585,0.03922,0.03656,2.64151,56.96873,93.52096
1869,7739.5,53.5648,44.27013,0.0412,0.04034,2.62548,57.59701,93.73225
1870,7740.0,54.71001,47.20161,0.04094,0.04069,2.61664,58.12991,93.39238
1871,7740.5,86.28424,50.18158,0.03856,0.03839,2.61277,58.19438,92.83851
1872,7741.0,105.06143,51.6507,0.03648,0.03631,2.61796,57.70899,92.56069
1873,7741.5,107.34003,49.93256,0.03505,0.03404,2.62504,57.25664,92.70541
1874,7742.0,107.50676,47.24256,0.03297,0.02901,2.6312,57.27628,93.05293
1875,7742.5,84.51792,44.99261,0.0338,0.02654,2.639,57.91371,93.3364
1876,7743.0,62.24989,45.06116,0.03811,0.02826,2.63654,58.73066,93.63094
1877,7743.5,60.11068,48.71191,0.04486,0.03258,2.62851,59.30176,94.0814
1878,7744.0,51.48624,53.26865,0.04924,0.0352,2.61438,59.48024,94.55403
1879,7744.5,66.0799,56.39826,0.05,0.03543,2.60709,59.38634,94.89159
1880,7745.0,81.23769,56.31571,0.0497,0.03612,2.6042,59.08487,94.85638
1881,7745.5,54.4967,54.09398,0.04964,0.03911,2.60749,58.52593,94.4819
1882,7746.0,62.33839,52.10004,0.04643,0.04008,2.61889,57.76488,93.75556
1883,7746.5,92.20007,51.0313,0.03761,0.03517,2.63579,57.00848,92.78255
1884,7747.0,117.21873,50.1437,0.03015,0.02971,2.65178,56.50545,92.1041
1885,7747.5,100.55466,46.94204,0.03025,0.03016,2.65566,56.48058,91.95068
1886,7748.0,76.23412,43.37104,0.03615,0.03604,2.64694,56.91984,92.16719
1887,7748.5,82.95042,42.90287,0.04293,0.0428,2.62726,57.45073,92.27976
1888,7749.0,83.90119,45.40164,0.04662,0.04648,2.6108,57.72178,92.17436
1889,7749.5,89.5654,49.38559,0.04489,0.04423,2.60397,57.83722,92.80677
1890,7750.0,92.93742,51.3469,0.04223,0.0394,2.61323,58.2763,94.39742
1891,7750.5,65.17574,52.24581,0.03979,0.03386,2.62675,59.08778,96.23086
1892,7751.0,42.31355,53.98484,0.03559,0.02758,2.6439,59.56491,97.29518
1893,7751.5,41.67107,60.00087,0.02962,0.02054,2.65615,58.97205,97.00078
1894,7752.0,110.31667,71.66255,0.02337,0.01526,2.66375,57.2649,95.73855
1895,7752.5,626.33398,82.68261,0.01833,0.01272,2.6669,55.11663,94.3417
1896,7753.0,1402.55237,88.05052,0.0144,0.01125,2.66947,53.38742,93.31458
1897,7753.5,1108.11047,82.65043,0.01249,0.01063,2.67854,52.49939,92.58297
1898,7754.0,576.06525,68.81011,0.01027,0.00922,2.68806,52.25089,91.60201
1899,7754.5,658.59399,52.87986,0.00709,0.00621,2.69998,52.17642,90.09988
1900,7755.0,2887.57812,41.62927,0.004,0.00306,2.70699,51.94688,88.39143
1901,7755.5,5068.73682,36.78852,0.00287,0.00212,2.71437,51.45436,87.12267
1902,7756.0,1797.7301,34.76611,0.00591,0.00569,2.71223,50.93727,86.78609
1903,7756.5,2477.66553,32.84389,0.01134,0.01134,2.70164,50.80565,87.16685
